"plan_name","fy","fye","month","plan_full_name","state","aal","mva","arr","return","acwi_exUS","IWV","VBTIX","opt_benchmark_return","custom_benchmark_return","cum_return","cum_opt_benchmark_return","cum_custom_benchmark_return","cum_opt_benchmark_excess","cum_custom_benchmark_excess","target"
"Alabama ERS",2005,NA,NA,"Employees' Retirement System of Alabama","Alabama",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,"Others"
"Alabama ERS",2006,2006-09-30,9,"Employees' Retirement System of Alabama","Alabama",11457564,9001867,0.08,0.0837,0.188881704538457,0.0990839685682536,0.0370804466769512,0.0916367717867321,0.0984424591949036,1.0837,1.09163677178673,1.0984424591949,-0.00793677178673224,-0.0147424591949037,"Others"
"Alabama ERS",2007,2007-09-30,9,"Employees' Retirement System of Alabama","Alabama",12370342,10401218,0.08,0.1792,0.305399805762383,0.163062111977232,0.0528864670544316,0.148417273240632,0.158476957257422,1.27789904,1.25365452482453,1.27252027785047,0.0242445151754744,0.00537876214952804,"Others"
"Alabama ERS",2008,2008-09-30,9,"Employees' Retirement System of Alabama","Alabama",13078687,8647705,0.08,-0.1521,-0.303175791964051,-0.204466354709784,0.0390293480155315,-0.154409530183078,-0.151159531343043,1.083530596016,1.06007831863448,1.08016670902608,0.0234522773815196,0.00336388698992396,"Others"
"Alabama ERS",2009,2009-09-30,9,"Employees' Retirement System of Alabama","Alabama",13756176,7679005,0.08,-0.1003,0.058864142697501,-0.0783851752613691,0.106660242889933,-0.0229488325515436,0.00457831377579555,0.974852477235595,1.03575075880862,1.08511205115017,-0.0608982815730208,-0.110259573914571,"Others"
"Alabama ERS",2010,2010-09-30,9,"Employees' Retirement System of Alabama","Alabama",14284119,8176732,0.08,0.0847,0.0756101987725442,0.107995448938322,0.0782877598127671,0.0982472729181744,0.0926060921675,1.05742248205745,1.13751044628449,1.18560003777104,-0.0800879642270422,-0.128177555713593,"Others"
"Alabama ERS",2011,2011-09-30,9,"Employees' Retirement System of Alabama","Alabama",14366796,8130435,0.08,0.0221,-0.108117566917274,0.00634379328395718,0.0531050515145572,0.00812993181270323,-0.00252010128710906,1.08079151891092,1.14675832864902,1.18261220558986,-0.0659668097381034,-0.10182068667894,"Others"
"Alabama ERS",2012,2012-09-30,9,"Employees' Retirement System of Alabama","Alabama",13884995,9188696,0.08,0.1801,0.144831162279011,0.295524557484441,0.0505994448714993,0.224687295488904,0.191908344659473,1.27544207146678,1.40442035609255,1.4095653563387,-0.128978284625771,-0.134123284871921,"Others"
"Alabama ERS",2013,2013-09-30,9,"Employees' Retirement System of Alabama","Alabama",14536600,10091940,0.08,0.146,0.164781491002571,0.215914808121411,-0.0179926558190695,0.15586770009332,0.135515905515499,1.46165661390093,1.62332412696093,1.60058388198621,-0.161667513060009,-0.138927268085288,"Others"
"Alabama ERS",2014,2014-09-30,9,"Employees' Retirement System of Alabama","Alabama",15138294,10883952,0.08,0.1202,0.0476873600908032,0.174401646483075,0.039159417301283,0.131721571664631,0.108486120450083,1.63734773889182,1.83715093228534,1.77422501779783,-0.199803193393527,-0.136877278906014,"Others"
"Alabama ERS",2015,2015-09-30,9,"Employees' Retirement System of Alabama","Alabama",15723720,10551904,0.08,0.0105,-0.121623858318663,-0.00716051781413107,0.027739361413927,-0.00820701456971681,-0.01958322214662,1.65453989015018,1.82207340781731,1.73947997513621,-0.167533517667128,-0.0849400849860245,"Others"
"Alabama ERS",2016,2016-09-30,9,"Employees' Retirement System of Alabama","Alabama",16728009,11177074,0.07875,0.1022,0.09256086976383,0.148509179360234,0.0533135372188149,0.121191571102084,0.108760824798527,1.82363386692353,2.04289334677402,1.92866725195254,-0.219259479850488,-0.105033385029012,"Others"
"Alabama ERS",2017,2017-09-30,9,"Employees' Retirement System of Alabama","Alabama",17250836,12122471,0.0775,0.1286,0.196098004578286,0.185355581350756,-0.00111916016169378,0.141706159919868,0.131561643542527,2.0581531822099,2.33238391807121,2.18240588546607,-0.274230735861315,-0.124252703256171,"Others"
"Alabama ERS",2018,2018-09-30,9,"Employees' Retirement System of Alabama","Alabama",17829736,12720352,0.077,0.0929,0.0176265735671308,0.173452613157655,-0.011897810051345,0.116421033663416,0.0866822782768502,2.24935561283719,2.60392246471299,2.37158179974307,-0.354566851875794,-0.122226186905877,"Others"
"Alabama ERS",2019,2019-09-30,9,"Employees' Retirement System of Alabama","Alabama",18543542,12568473,0.077,0.0278,-0.0122889052053947,0.0279034614624933,0.104494956906219,0.04289950289146,0.0428424367620334,2.31188769887407,2.71562944401708,2.47318614302455,-0.403741745143012,-0.161298444150485,"Others"
"Alabama ERS",2020,2020-09-30,9,"Employees' Retirement System of Alabama","Alabama",19786472,13150538,0.077,0.0583,0.0300176932674292,0.145861946255381,0.0706351011581676,0.11840424470994,0.100125042128627,2.44667075171843,3.037171497248,2.72081400978682,-0.590500745529569,-0.274143258068396,"Others"
"Alabama Teachers",2005,NA,NA,"Teachers' Retirement System of Alabama","Alabama",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,"Others"
"Alabama Teachers",2006,2006-09-30,9,"Teachers' Retirement System of Alabama","Alabama",23945100,19207804,0.08,0.0882,0.188881704538457,0.0990839685682536,0.0370804466769512,0.0924869255341645,0.0984424591949036,1.0882,1.09248692553416,1.0984424591949,-0.00428692553416443,-0.0102424591949035,"Others"
"Alabama Teachers",2007,2007-09-30,9,"Teachers' Retirement System of Alabama","Alabama",25971534,21918750,0.08,0.1746,0.305399805762383,0.163062111977232,0.0528864670544316,0.149627926065307,0.158476957257422,1.27819972,1.25595347845531,1.27252027785047,0.0222462415446949,0.00567944214952831,"Others"
"Alabama Teachers",2008,2008-09-30,9,"Teachers' Retirement System of Alabama","Alabama",26804116,18100388,0.08,-0.1536,-0.303175791964051,-0.204466354709784,0.0390293480155315,-0.153325678201707,-0.151159531343043,1.081868243008,1.06338355958135,1.08016670902608,0.0184846834266479,0.00170153398192419,"Others"
"Alabama Teachers",2009,2009-09-30,9,"Teachers' Retirement System of Alabama","Alabama",27537400,16120988,0.08,-0.0794,0.058864142697501,-0.0783851752613691,0.106660242889933,-0.0184284214691078,0.00457831377579555,0.995967904513165,1.04378707916207,1.08511205115017,-0.0478191746489022,-0.089144146637001,"Others"
"Alabama Teachers",2010,2010-09-30,9,"Teachers' Retirement System of Alabama","Alabama",28299524,17037672,0.08,0.0842,0.0756101987725442,0.107995448938322,0.0782877598127671,0.097341285759396,0.0926060921675,1.07982840207317,1.14539065550675,1.18560003777104,-0.0655622534335738,-0.10577163569787,"Others"
"Alabama Teachers",2011,2011-09-30,9,"Teachers' Retirement System of Alabama","Alabama",28776316,16752218,0.08,0.0181,-0.108117566917274,0.00634379328395718,0.0531050515145572,0.00667478452125857,-0.00252010128710906,1.0993732961507,1.15303589132492,1.18261220558986,-0.0536625951742198,-0.0832389094391619,"Others"
"Alabama Teachers",2012,2012-09-30,9,"Teachers' Retirement System of Alabama","Alabama",28251368,18950126,0.08,0.183,0.144831162279011,0.295524557484441,0.0505994448714993,0.219243453090582,0.191908344659473,1.30055860934628,1.40583146167637,1.4095653563387,-0.105272852330094,-0.109006746992422,"Others"
"Alabama Teachers",2013,2013-09-30,9,"Teachers' Retirement System of Alabama","Alabama",29665844,20820372,0.08,0.1493,0.164781491002571,0.215914808121411,-0.0179926558190695,0.152284597979061,0.135515905515499,1.49473200972167,1.61991794064407,1.60058388198621,-0.125185930922396,-0.105851872264538,"Others"
"Alabama Teachers",2014,2014-09-30,9,"Teachers' Retirement System of Alabama","Alabama",30837828,22441308,0.08,0.1213,0.0476873600908032,0.174401646483075,0.039159417301283,0.127957935095545,0.108486120450083,1.67604300250091,1.82719929535311,1.77422501779783,-0.1511562928522,-0.0981820152969173,"Others"
"Alabama Teachers",2015,2015-09-30,9,"Teachers' Retirement System of Alabama","Alabama",31844844,21747732,0.08,0.0104,-0.121623858318663,-0.00716051781413107,0.027739361413927,-0.00979873615690634,-0.01958322214662,1.69347384972692,1.80929505155186,1.73947997513621,-0.11582120182494,-0.0460061254092818,"Others"
"Alabama Teachers",2016,2016-09-30,9,"Teachers' Retirement System of Alabama","Alabama",33143834,22936298,0.07875,0.1041,0.09256086976383,0.148509179360234,0.0533135372188149,0.119121364710345,0.108760824798527,1.8697644774835,2.02482074725639,1.92866725195254,-0.155056269772899,-0.0589027744690449,"Others"
"Alabama Teachers",2017,2017-09-30,9,"Teachers' Retirement System of Alabama","Alabama",34688080,24651456,0.0775,0.1177,0.196098004578286,0.185355581350756,-0.00111916016169378,0.139746681861969,0.131561643542527,2.0898357564833,2.30778272805075,2.18240588546607,-0.217946971567444,-0.092570128982763,"Others"
"Alabama Teachers",2018,2018-09-30,9,"Teachers' Retirement System of Alabama","Alabama",35628400,25935432,0.077,0.0942,0.0176265735671308,0.173452613157655,-0.011897810051345,0.111573584136876,0.0866822782768502,2.28669828474403,2.56527031842855,2.37158179974307,-0.278572033684516,-0.0848835149990408,"Others"
"Alabama Teachers",2019,2019-09-30,9,"Teachers' Retirement System of Alabama","Alabama",37215472,25619448,0.077,0.0263,-0.0122889052053947,0.0279034614624933,0.104494956906219,0.0430811900278853,0.0428424367620334,2.3468384496328,2.67578521648966,2.47318614302455,-0.328946766856862,-0.126347693391755,"Others"
"Alabama Teachers",2020,2020-09-30,9,"Teachers' Retirement System of Alabama","Alabama",37752800,25946388,0.077,0.0562,0.0300176932674292,0.145861946255381,0.0706351011581676,0.115520772529286,0.100125042128627,2.47873077050216,2.98489399182099,2.72081400978682,-0.506163221318826,-0.24208323928466,"Others"
"Alaska PERS",2005,NA,NA,"State of Alaska Public Employees' Retirement System","Alaska",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,"Others"
"Alaska PERS",2006,2006-06-30,6,"State of Alaska Public Employees' Retirement System","Alaska",8094043,6568150,0.0825,0.1174,0.279000748406411,0.0940718424030949,-0.00887196445869654,0.116831314409021,0.100174481545221,1.1174,1.11683131440902,1.10017448154522,0.000568685590979445,0.0172255184547794,"Others"
"Alaska PERS",2007,2007-06-30,6,"State of Alaska Public Employees' Retirement System","Alaska",8662324,7439387,0.0825,0.1888,0.296186440677966,0.199807475029499,0.0623352574861433,0.187299138595765,0.177841602896186,1.32836512,1.32601285755461,1.2958312748087,0.00235226244539444,0.0325338451912971,"Others"
"Alaska PERS",2008,2008-06-30,6,"State of Alaska Public Employees' Retirement System","Alaska",9154282,6935808,0.0825,-0.0306,-0.0663875008432053,-0.128307585942038,0.0739115509575228,-0.0518733046624609,-0.0552578278524032,1.287717147328,1.25722818860834,1.22422645329956,0.0304889587196648,0.0634906940284368,"Others"
"Alaska PERS",2009,2009-06-30,6,"State of Alaska Public Employees' Retirement System","Alaska",9702086,5090440,0.0825,-0.2049,-0.309187819233783,-0.264593012629409,0.0628225510059697,-0.182107279596396,-0.17528730485967,1.02386390384049,1.02827778334897,1.00963509776277,-0.00441387950847427,0.0142288060777229,"Others"
"Alaska PERS",2010,2010-06-30,6,"State of Alaska Public Employees' Retirement System","Alaska",10371672,5391527,0.08,0.1139,0.104253658693571,0.154428344031422,0.0915575179183359,0.121854046077195,0.125532159129926,1.14048200248793,1.15357759174133,1.13637677151828,-0.0130955892534026,0.00410523096964077,"Others"
"Alaska PERS",2011,2011-06-30,6,"State of Alaska Public Employees' Retirement System","Alaska",10919047,6267925,0.08,0.2122,0.297294737378963,0.321496585278887,0.0372838117146355,0.231970287535466,0.231392383629627,1.38249228341586,1.42117331739203,1.39932570138124,-0.0386810339761716,-0.0168334179653771,"Others"
"Alaska PERS",2012,2012-06-30,6,"State of Alaska Public Employees' Retirement System","Alaska",11428944,6118294,0.08,0.0046,-0.145651624498048,0.0373193239115945,0.0761032018434367,-0.00353588862951182,0.0123602976092187,1.38885174791958,1.4161482068185,1.41662178350254,-0.0272964588989266,-0.0277700355829651,"Others"
"Alaska PERS",2013,2013-06-30,6,"State of Alaska Public Employees' Retirement System","Alaska",11945881,6694482,0.08,0.125,0.136325688103549,0.218076490033468,-0.00809060049995647,0.129029621520018,0.133876202487457,1.56245821640952,1.59887327396055,1.60627372823887,-0.0364150575510238,-0.0438155118293466,"Others"
"Alaska PERS",2014,2014-06-30,6,"State of Alaska Public Employees' Retirement System","Alaska",12947759,7731438,0.08,0.1856,0.217518324183294,0.242753428973369,0.0429200595462607,0.177464858576929,0.177756397187221,1.85245046137513,1.88261709340639,1.8917991590671,-0.0301666320312561,-0.039348697691967,"Others"
"Alaska PERS",2015,2015-06-30,6,"State of Alaska Public Employees' Retirement System","Alaska",13337929,8606862,0.08,0.0329,-0.0525708095163429,0.0709366888584539,0.0176443926151029,0.0202536312169617,0.0302475003104892,1.91339608155437,1.92074692573899,1.94902135471836,-0.00735084418461573,-0.0356252731639903,"Others"
"Alaska PERS",2016,2016-06-30,6,"State of Alaska Public Employees' Retirement System","Alaska",13633033,8227687,0.08,-0.0036,-0.102439880638933,0.0208863115995817,0.0614201797588989,-0.00246646026754698,0.00838123359967392,1.90650785566078,1.91600947976264,1.96535655798301,-0.00950162410186328,-0.0588487023222339,"Others"
"Alaska PERS",2017,2017-06-30,6,"State of Alaska Public Employees' Retirement System","Alaska",13832130,8943127,0.08,0.1335,0.204527040995927,0.182564399739801,-0.00437327506068974,0.134472392137643,0.130875625550879,2.16102665439149,2.17365985786472,2.22257382693956,-0.0126332034732326,-0.0615471725480692,"Others"
"Alaska PERS",2018,2018-06-30,6,"State of Alaska Public Employees' Retirement System","Alaska",14606033,9306675,0.0738,0.0961,0.0727781308419886,0.145943557279448,-0.00502584111384952,0.0812054511539926,0.0860196524739669,2.36870131587851,2.35017288727795,2.41375885513063,0.0185284286005611,-0.0450575392521224,"Others"
"Alaska PERS",2019,2019-06-30,6,"State of Alaska Public Employees' Retirement System","Alaska",15039180,9489405,0.0738,0.064,0.0128858178170213,0.0867491002277325,0.0787036753246562,0.0633652867724468,0.0695628162746674,2.52029820009474,2.49909226624515,2.58166671890144,0.0212059338495898,-0.061368518806701,"Others"
"Alaska PERS",2020,2020-06-30,6,"State of Alaska Public Employees' Retirement System","Alaska",15279525,9469161,0.0738,0.0383,-0.0480187156871953,0.0632978829098196,0.0899030337506115,0.0393172410164778,0.0490161084426542,2.61682562115836,2.59734967919952,2.7082099747579,0.0194759419588411,-0.0913843535995369,"Others"
"Alaska Teachers",2005,NA,NA,"State of Alaska Teachers' Retirement System","Alaska",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,"Others"
"Alaska Teachers",2006,2006-06-30,6,"State of Alaska Teachers' Retirement System","Alaska",4859336,3422923,0.0825,0.1178,0.279000748406411,0.0940718424030949,-0.00887196445869654,0.117026647464048,0.100174481545221,1.1178,1.11702664746405,1.10017448154522,0.000773352535952343,0.0176255184547793,"Others"
"Alaska Teachers",2007,2007-06-30,6,"State of Alaska Teachers' Retirement System","Alaska",5043448,3806494,0.0825,0.1892,0.296186440677966,0.199807475029499,0.0623352574861433,0.187614960995222,0.177841602896186,1.32928776,1.32659755835864,1.2958312748087,0.00269020164136169,0.0334564851912971,"Others"
"Alaska Teachers",2008,2008-06-30,6,"State of Alaska Teachers' Retirement System","Alaska",5231654,3550798,0.0825,-0.0305,-0.0663875008432053,-0.128307585942038,0.0739115509575228,-0.0524122374543383,-0.0552578278524032,1.28874448332,1.2570676121236,1.22422645329956,0.0316768711964002,0.0645180300204367,"Others"
"Alaska Teachers",2009,2009-06-30,6,"State of Alaska Teachers' Retirement System","Alaska",5463987,2596433,0.0825,-0.2062,-0.309187819233783,-0.264593012629409,0.0628225510059697,-0.182926990534264,-0.17528730485967,1.02300537085942,1.02711601693974,1.00963509776277,-0.00411064608031975,0.0133702730966461,"Others"
"Alaska Teachers",2010,2010-06-30,6,"State of Alaska Teachers' Retirement System","Alaska",6006981,2716557,0.08,0.1158,0.104253658693571,0.154428344031422,0.0915575179183359,0.122032892202848,0.125532159129926,1.14146939280494,1.15245795511476,1.13637677151828,-0.0109885623098251,0.005092621286652,"Others"
"Alaska Teachers",2011,2011-06-30,6,"State of Alaska Teachers' Retirement System","Alaska",6196104,3123530,0.08,0.214,0.297294737378963,0.321496585278887,0.0372838117146355,0.2327048048726,0.231392383629627,1.38574384286519,1.42064045868362,1.39932570138124,-0.0348966158184243,-0.0135818585160472,"Others"
"Alaska Teachers",2012,2012-06-30,6,"State of Alaska Teachers' Retirement System","Alaska",6399777,3006647,0.08,0.0051,-0.145651624498048,0.0373193239115945,0.0761032018434367,-0.00356811666563879,0.0123602976092187,1.39281113646381,1.41557144778711,1.41662178350254,-0.0227603113233019,-0.0238106470387354,"Others"
"Alaska Teachers",2013,2013-06-30,6,"State of Alaska Teachers' Retirement System","Alaska",6589553,3279130,0.08,0.1259,0.136325688103549,0.218076490033468,-0.00809060049995647,0.129636940523227,0.133876202487457,1.5681660585446,1.59908179937026,1.60627372823887,-0.030915740825664,-0.0381076696942708,"Others"
"Alaska Teachers",2014,2014-06-30,6,"State of Alaska Teachers' Retirement System","Alaska",6921362,3771139,0.08,0.1846,0.217518324183294,0.242753428973369,0.0429200595462607,0.177984306830229,0.177756397187221,1.85764951295193,1.88369326499601,1.8917991590671,-0.0260437520440817,-0.0341496461151654,"Others"
"Alaska Teachers",2015,2015-06-30,6,"State of Alaska Teachers' Retirement System","Alaska",7051724,5246955,0.08,0.033,-0.0525708095163429,0.0709366888584539,0.0176443926151029,0.0204347927740883,0.0302475003104892,1.91895194687935,1.92218614651615,1.94902135471836,-0.00323419963680727,-0.0300694078390169,"Others"
"Alaska Teachers",2016,2016-06-30,6,"State of Alaska Teachers' Retirement System","Alaska",7159788,4942201,0.08,-0.0036,-0.102439880638933,0.0208863115995817,0.0614201797588989,-0.00252493166146388,0.00838123359967392,1.91204371987058,1.91733275785559,1.96535655798301,-0.00528903798500724,-0.0533128381124304,"Others"
"Alaska Teachers",2017,2017-06-30,6,"State of Alaska Teachers' Retirement System","Alaska",7217525,5312295,0.08,0.1336,0.204527040995927,0.182564399739801,-0.00437327506068974,0.134941682809778,0.130875625550879,2.16749276084529,2.17606086670693,2.22257382693956,-0.0085681058616438,-0.05508106609427,"Others"
"Alaska Teachers",2018,2018-06-30,6,"State of Alaska Teachers' Retirement System","Alaska",7276290,5472727,0.0738,0.0962,0.0727781308419886,0.145943557279448,-0.00502584111384952,0.081617633210058,0.0860196524739669,2.37600556443861,2.35366580436858,2.41375885513063,0.0223397600700261,-0.0377532906920282,"Others"
"Alaska Teachers",2019,2019-06-30,6,"State of Alaska Teachers' Retirement System","Alaska",7388020,5511929,0.0738,0.0639,0.0128858178170213,0.0867491002277325,0.0787036753246562,0.0634127951891446,0.0695628162746674,2.52783232000623,2.5029183319647,2.58166671890144,0.024913988041535,-0.053834398895205,"Others"
"Alaska Teachers",2020,2020-06-30,6,"State of Alaska Teachers' Retirement System","Alaska",7447036,5444799,0.0738,0.0383,-0.0480187156871953,0.0632978829098196,0.0899030337506115,0.0392899494170642,0.0490161084426542,2.62464829786247,2.60125786662263,2.7082099747579,0.0233904312398385,-0.0835616768954299,"Others"
"Arizona Public Safety",2005,NA,NA,"Arizona Public Safety Personnel Retirement System","Arizona",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,"Others"
"Arizona Public Safety",2006,2006-06-30,6,"Arizona Public Safety Personnel Retirement System","Arizona",6495012.5,4906398.5,0.085,0.083,0.279000748406411,0.0940718424030949,-0.00887196445869654,0.0963467097867636,0.100174481545221,1.083,1.09634670978676,1.10017448154522,-0.0133467097867637,-0.0171744815452206,"Others"
"Arizona Public Safety",2007,2007-06-30,6,"Arizona Public Safety Personnel Retirement System","Arizona",7268291.5,5531793.5,0.085,0.1705,0.296186440677966,0.199807475029499,0.0623352574861433,0.171712615658087,0.177841602896186,1.2676515,1.28460327099239,1.2958312748087,-0.0169517709923868,-0.0281797748087027,"Others"
"Arizona Public Safety",2008,2008-06-30,6,"Arizona Public Safety Personnel Retirement System","Arizona",7405397,5019280.5,0.085,-0.0727,-0.0663875008432053,-0.128307585942038,0.0739115509575228,-0.0448659985108977,-0.0552578278524032,1.17549323595,1.22696826254895,1.22422645329956,-0.0514750265989481,-0.0487332173495632,"Others"
"Arizona Public Safety",2009,2009-06-30,6,"Arizona Public Safety Personnel Retirement System","Arizona",7778394,4115701,0.085,-0.1773,-0.309187819233783,-0.264593012629409,0.0628225510059697,-0.159440413433231,-0.17528730485967,0.967078285216065,1.03133993549869,1.00963509776277,-0.0642616502826256,-0.0425568125467048,"Others"
"Arizona Public Safety",2010,2010-06-30,6,"Arizona Public Safety Personnel Retirement System","Arizona",8255185,4585863.5,0.085,0.1347,0.104253658693571,0.154428344031422,0.0915575179183359,0.122092365553428,0.125532159129926,1.09734373023467,1.15725866791345,1.13637677151828,-0.059914937678776,-0.0390330412836153,"Others"
"Arizona Public Safety",2011,2011-06-30,6,"Arizona Public Safety Personnel Retirement System","Arizona",9094447,5216643,0.0825,0.1737,0.297294737378963,0.321496585278887,0.0372838117146355,0.21721145057395,0.231392383629627,1.28795233617643,1.4086285018602,1.39932570138124,-0.12067616568377,-0.111373365204809,"Others"
"Arizona Public Safety",2012,2012-06-30,6,"Arizona Public Safety Personnel Retirement System","Arizona",10054752,5055828,0.08,-0.0079,-0.145651624498048,0.0373193239115945,0.0761032018434367,0.0130369201705204,0.0123602976092187,1.27777751272064,1.42699267918887,1.41662178350254,-0.149215166468236,-0.138844270781904,"Others"
"Arizona Public Safety",2013,2013-06-30,6,"Arizona Public Safety Personnel Retirement System","Arizona",10544353,5529057,0.0785,0.1064,0.136325688103549,0.218076490033468,-0.00809060049995647,0.122169274302826,0.133876202487457,1.41373304007411,1.60132733924082,1.60627372823887,-0.18759429916671,-0.192540688164756,"Others"
"Arizona Public Safety",2014,2014-06-30,6,"Arizona Public Safety Personnel Retirement System","Arizona",12233017,5935524,0.0785,0.1328,0.217518324183294,0.242753428973369,0.0429200595462607,0.167730088549805,0.177756397187221,1.60147678779596,1.86991811564891,1.8917991590671,-0.268441327852955,-0.290322371271142,"Others"
"Arizona Public Safety",2015,2015-06-30,6,"Arizona Public Safety Personnel Retirement System","Arizona",12685800,6075768.5,0.0785,0.0368,-0.0525708095163429,0.0709366888584539,0.0176443926151029,0.0267846637448681,0.0302475003104892,1.66041113358685,1.920003243607,1.94902135471836,-0.259592110020157,-0.288610221131516,"Others"
"Arizona Public Safety",2016,2016-06-30,6,"Arizona Public Safety Personnel Retirement System","Arizona",14248710,6042477.5,0.075,0.0063,-0.102439880638933,0.0208863115995817,0.0614201797588989,0.00954714308214671,0.00838123359967392,1.67087172372844,1.93833378929191,1.96535655798301,-0.267462065563462,-0.294484834254567,"Others"
"Arizona Public Safety",2017,2017-06-30,6,"Arizona Public Safety Personnel Retirement System","Arizona",15578700,6841326.5,0.0715,0.1185,0.204527040995927,0.182564399739801,-0.00437327506068974,0.121804216136654,0.130875625550879,1.86887002299026,2.1744310171078,2.22257382693956,-0.305560994117533,-0.353703803949295,"Others"
"Arizona Public Safety",2018,2018-06-30,6,"Arizona Public Safety Personnel Retirement System","Arizona",16278788,7289130,0.074,0.0707,0.0727781308419886,0.145943557279448,-0.00502584111384952,0.0780794914841688,0.0860196524739669,2.00099913361568,2.34420948519098,2.41375885513063,-0.343210351575302,-0.412759721514958,"Others"
"Arizona Public Safety",2019,2019-06-30,6,"Arizona Public Safety Personnel Retirement System","Arizona",17409058,7829913,0.073,0.0545,0.0128858178170213,0.0867491002277325,0.0787036753246562,0.0686669730781619,0.0695628162746674,2.11005358639773,2.50517925480016,2.58166671890144,-0.395125668402428,-0.471613132503708,"Others"
"Arizona Public Safety",2020,2020-06-30,6,"Arizona Public Safety Personnel Retirement System","Arizona",18561526,8105798,0.073,0.009,-0.0480187156871953,0.0632978829098196,0.0899030337506115,0.0495761916794015,0.0490161084426542,2.12904406867531,2.62937650172739,2.7082099747579,-0.500332433052082,-0.579165906082592,"Others"
"Arizona SRS",2005,NA,NA,"Arizona State Retirement System","Arizona",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,"Arizona SRS"
"Arizona SRS",2006,2006-06-30,6,"Arizona State Retirement System","Arizona",28192090,23219646,0.08,0.098,0.279000748406411,0.0940718424030949,-0.00887196445869654,0.104278096219039,0.100174481545221,1.098,1.10427809621904,1.10017448154522,-0.00627809621903874,-0.00217448154522049,"Arizona SRS"
"Arizona SRS",2007,2007-06-30,6,"Arizona State Retirement System","Arizona",30390476,27069558,0.08,0.178,0.296186440677966,0.199807475029499,0.0623352574861433,0.183805874973409,0.177841602896186,1.293444,1.30725089790855,1.2958312748087,-0.0138068979085502,-0.00238727480870282,"Arizona SRS"
"Arizona SRS",2008,2008-06-30,6,"Arizona State Retirement System","Arizona",32424478,24717188,0.08,-0.076,-0.0663875008432053,-0.128307585942038,0.0739115509575228,-0.0646862464506896,-0.0552578278524032,1.195142256,1.22268974415355,1.22422645329956,-0.0275474881535525,-0.0290841972995632,"Arizona SRS"
"Arizona SRS",2009,2009-06-30,6,"Arizona State Retirement System","Arizona",34290116,19880452,0.08,-0.181,-0.309187819233783,-0.264593012629409,0.0628225510059697,-0.190087130863969,-0.17528730485967,0.978821507664,0.990272158750604,1.00963509776277,-0.0114506510866038,-0.0308135900987699,"Arizona SRS"
"Arizona SRS",2010,2010-06-30,6,"Arizona State Retirement System","Arizona",36072520,22146960,0.08,0.1491,0.104253658693571,0.154428344031422,0.0915575179183359,0.128562947594462,0.125532159129926,1.1247637944567,1.11758446640031,1.13637677151828,0.00717932805638943,-0.011612977061582,"Arizona SRS"
"Arizona SRS",2011,2011-06-30,6,"Arizona State Retirement System","Arizona",37051180,26839224,0.08,0.246,0.297294737378963,0.321496585278887,0.0372838117146355,0.244441687818393,0.231392383629627,1.40145568789305,1.39076869964682,1.39932570138124,0.0106869882462282,0.0021299865118114,"Arizona SRS"
"Arizona SRS",2012,2012-06-30,6,"Arizona State Retirement System","Arizona",38450288,26402094,0.08,0.013,-0.145651624498048,0.0373193239115945,0.0761032018434367,0.0111786449562494,0.0123602976092187,1.41967461183566,1.40631560915644,1.41662178350254,0.013359002679221,0.00305282833311993,"Arizona SRS"
"Arizona SRS",2013,2013-06-30,6,"Arizona State Retirement System","Arizona",39911756,29025430,0.08,0.131,0.136325688103549,0.218076490033468,-0.00809060049995647,0.144461382137144,0.133876202487457,1.60565198598613,1.60947390577622,1.60627372823887,-0.00382191979008661,-0.000621742252737034,"Arizona SRS"
"Arizona SRS",2014,2014-06-30,6,"Arizona State Retirement System","Arizona",41349316,33693704,0.08,0.186,0.217518324183294,0.242753428973369,0.0429200595462607,0.186957948703319,0.177756397187221,1.90430325537955,1.91037784569166,1.8917991590671,-0.00607459031210689,0.0125040963124559,"Arizona SRS"
"Arizona SRS",2015,2015-06-30,6,"Arizona State Retirement System","Arizona",42968128,33645648,0.08,0.032,-0.0525708095163429,0.0709366888584539,0.0176443926151029,0.0330769665686723,0.0302475003104892,1.9652409595517,1.97356734982714,1.94902135471836,-0.00832639027543647,0.0162196048333365,"Arizona SRS"
"Arizona SRS",2016,2016-06-30,6,"Arizona State Retirement System","Arizona",44535008,32859792,0.08,0.006,-0.102439880638933,0.0208863115995817,0.0614201797588989,0.00692789099020919,0.00838123359967392,1.97703240530901,1.98724000928857,1.96535655798301,-0.0102076039795651,0.0116758473259988,"Arizona SRS"
"Arizona SRS",2017,2017-06-30,6,"Arizona State Retirement System","Arizona",50618760,36202756,0.075,0.139,0.204527040995927,0.182564399739801,-0.00437327506068974,0.139336827389273,0.130875625550879,2.25183990964696,2.26413572744387,2.22257382693956,-0.0122958177969115,0.0292660827074025,"Arizona SRS"
