"plan_name","fy","fye","month","plan_full_name","state","aal","mva","arr","return","acwi_ex_us_tr","ru30_tr","bb_us_agg_tr","opt_benchmark_return","conservative_benchmark_return","moderate_benchmark_return","aggressive_benchmark_return","standard_pension_benchmark_return","cum_return","cum_opt_benchmark_return","cum_conservative_benchmark_return","cum_moderate_benchmark_return","cum_aggressive_benchmark_return","cum_standard_pension_benchmark_return","cum_opt_benchmark_excess","cum_conservative_benchmark_excess","cum_moderate_benchmark_excess","cum_aggressive_benchmark_excess","cum_standard_pension_benchmark_excess"
"Alabama ERS",2011,NA,NA,"Employees' Retirement System of Alabama","Alabama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,0,0,0,0,0
"Alabama ERS",2012,2012-09-30,9,"Employees' Retirement System of Alabama","Alabama",13884995,9188696,0.08,0.1801,0.15040462112749,0.302016633182572,0.0515943983224678,0.202410175607497,0.130353258049172,0.156707187854428,0.187976000433466,0.16322064294296,1.1801,1.2024101756075,1.13035325804917,1.15670718785443,1.18797600043347,1.16322064294296,-0.022310175607497,0.0497467419508282,0.023392812145572,-0.0078760004334657,0.01687935705704
"Alabama ERS",2013,2013-09-30,9,"Employees' Retirement System of Alabama","Alabama",14536600,10091940,0.08,0.146,0.169749650647782,0.215995783915536,-0.0168216072893632,0.1426912985362,0.0999658843919753,0.123804163836544,0.155242445273536,0.10873995591392,1.3523946,1.37398364493807,1.24335002116541,1.29991235405047,1.37240029966703,1.28970920437474,-0.0215890449380713,0.109044578834592,0.0524822459495338,-0.020005699667033,0.0626853956252613
"Alabama ERS",2014,2014-09-30,9,"Employees' Retirement System of Alabama","Alabama",15138294,10883952,0.08,0.1202,0.052239410383089,0.177584971078995,0.0395572330936762,0.114169902762799,0.0637487237988535,0.0785669442602421,0.0947571885607891,0.0914739808550294,1.51495243092,1.53085122407833,1.32261199824998,1.40204249551435,1.50244509364347,1.40768403944427,-0.0158987931583268,0.19234043267002,0.112909935405651,0.0125073372765345,0.107268391475732
"Alabama ERS",2015,2015-09-30,9,"Employees' Retirement System of Alabama","Alabama",15723720,10551904,0.08,0.0105,-0.11778402093596,-0.0049473065843767,0.0294081685813163,-0.0185148272476569,-0.0428695167936681,-0.0455495627849421,-0.0531802471669287,-0.0166422286914783,1.53085943144466,1.50250777812265,1.2659122609795,1.33818007283776,1.42254469220877,1.38425703973449,0.0283516533220074,0.264947170465164,0.192679358606898,0.108314739235893,0.146602391710167
"Alabama ERS",2016,2016-09-30,9,"Employees' Retirement System of Alabama","Alabama",16728009,11177074,0.07875,0.1022,0.0979562457739873,0.149640799487872,0.0519254504423088,0.112297348150409,0.0860957577179409,0.09632679984754,0.108714834871072,0.0972014822797699,1.6873132653383,1.67123541718119,1.37490193629296,1.46708267687397,1.57719640351896,1.51880887585289,0.0160778481571144,0.312411329045347,0.220230588464333,0.110116861819342,0.168504389485412
"Alabama ERS",2017,2017-09-30,9,"Employees' Retirement System of Alabama","Alabama",17250836,12122471,0.0775,0.1286,0.201537605784894,0.187065359962383,0.000726565798387924,0.138886914084042,0.117882703815992,0.136601616305798,0.16305085363432,0.113063376923503,1.90430175126081,1.90334814698144,1.53697909402501,1.66748854178919,1.83435962346171,1.69053053625821,0.000953604279368525,0.367322657235796,0.236813209471618,0.0699421277991017,0.213771215002601
"Alabama ERS",2018,2018-09-30,9,"Employees' Retirement System of Alabama","Alabama",17829736,12720352,0.077,0.0929,0.0225352578410463,0.175798616721306,-0.0121611412536915,0.0929940922881179,0.0287978501405626,0.0488546292081992,0.0713374113526924,0.0625447446192224,2.08121138395294,2.08034828021825,1.58124078764392,1.74895307620722,1.96521809048937,1.79626433691948,0.000863103734686899,0.499970596309015,0.332258307745716,0.115993293463573,0.284947047033464
"Alabama ERS",2019,2019-09-30,9,"Employees' Retirement System of Alabama","Alabama",18543542,12568473,0.077,0.0278,-0.00721146072502676,0.0291765342116139,0.10296125978934,0.0420063977467179,0.0424684398508937,0.0352708985320998,0.0240313370778022,0.0514279564909428,2.13906906042683,2.1677362175288,1.64839361692376,1.81064022269553,2.01244490885331,1.8886425410848,-0.0286671571019701,0.490675443503071,0.328428837731299,0.12662415157352,0.250426519342029
"Alabama ERS",2020,2020-09-30,9,"Employees' Retirement System of Alabama","Alabama",19786472,13150538,0.077,0.0583,0.0344951140065146,0.15001340587942,0.0698469158036921,0.104476909161344,0.0642472301570623,0.0731526736978212,0.0814880250116005,0.0901751053672248,2.26377678664972,2.39421459741331,1.75429834101969,1.94309339609053,2.17643506992042,2.05895108122815,-0.130437810763598,0.509478445630023,0.320683390559186,0.0873417167292976,0.204825705421568
