"plan_name","fy","fye","month","plan_full_name","state","aal","mva","arr","return","acwi_ex_us_tr","ru30_tr","bb_us_agg_tr","opt_benchmark_return","conservative_benchmark_return","moderate_benchmark_return","aggressive_benchmark_return","standard_pension_benchmark_return","cum_return","cum_opt_benchmark_return","cum_conservative_benchmark_return","cum_moderate_benchmark_return","cum_aggressive_benchmark_return","cum_standard_pension_benchmark_return","cum_opt_benchmark_excess","cum_conservative_benchmark_excess","cum_moderate_benchmark_excess","cum_aggressive_benchmark_excess","cum_standard_pension_benchmark_excess"
"Alabama ERS",2001,NA,NA,"Employees' Retirement System of Alabama","Alabama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,0,0,0,0,0
"Alabama ERS",2002,2002-09-30,9,"Employees' Retirement System of Alabama","Alabama",8493469,6424435,0.08,-0.0929,-0.130525621288762,-0.188249885035047,0.0859626688871047,-0.106980820507703,-0.0500922142654401,-0.0781917520578014,-0.115138403013245,-0.0611750944957084,0.9071,0.893019179492297,0.94990778573456,0.921808247942199,0.884861596986754,0.938824905504292,0.0140808205077025,-0.0428077857345599,-0.0147082479421986,0.0222384030132455,-0.0317249055042915
"Alabama ERS",2003,2003-09-30,9,"Employees' Retirement System of Alabama","Alabama",9124279,7222812,0.08,0.1648,0.290375616542304,0.259184234017716,0.0541016676859603,0.203574005670967,0.190063665482002,0.210558665003837,0.240050008853398,0.181248986970693,1.05659008,1.07481467100254,1.13045074136116,1.11590296201843,1.09727263117746,1.1089859685698,-0.0182245910025447,-0.0738606613611625,-0.0593128820184341,-0.0406825511774567,-0.0523958885698006
"Alabama ERS",2004,2004-09-30,9,"Employees' Retirement System of Alabama","Alabama",9546478,7795598,0.08,0.1006,0.23150053905714,0.142572142694842,0.0367769310703152,0.118949240815643,0.140420553890317,0.150483371489858,0.167517911026349,0.119120661033992,1.162883042048,1.20266306013581,1.28918926060882,1.28382780199849,1.28108545017869,1.24108911022326,-0.0397800180878125,-0.126306218560816,-0.120944759950487,-0.11820240813069,-0.0782060681752572
"Alabama ERS",2005,2005-09-30,9,"Employees' Retirement System of Alabama","Alabama",10634976,8464515,0.08,0.1098,0.29474731396737,0.145666864208923,0.0279552648943013,0.122869177832377,0.166335250176757,0.177180558559225,0.197387193707233,0.131105053937798,1.29056760006487,1.35043328154407,1.50362687879737,1.51129712905044,1.53395531208863,1.40380216496069,-0.0598656814792,-0.213059278732502,-0.220729528985571,-0.243387712023758,-0.11323456489582
"Alabama ERS",2006,2006-09-30,9,"Employees' Retirement System of Alabama","Alabama",11457564,9001867,0.08,0.0837,0.193594984171866,0.102212486156773,0.0367014966605457,0.0901097147940183,0.117585462518751,0.123562394971764,0.135018495951614,0.09604340005931,1.3985881081903,1.47212043939236,1.68043154079639,1.69803662182987,1.74106765118382,1.53862809789414,-0.0735323312020568,-0.281843432606088,-0.299448513639566,-0.342479542993523,-0.140039989703836
"Alabama ERS",2007,2007-09-30,9,"Employees' Retirement System of Alabama","Alabama",12370342,10401218,0.08,0.1792,0.310639612730456,0.165189975085751,0.0513594219027989,0.143233259763665,0.185767773256854,0.196246511664819,0.21581903005155,0.151403712173108,1.649215097178,1.68297704869124,1.99260156624072,2.03127038554309,2.11682318291645,1.77158210356916,-0.0337619515132415,-0.343386469062715,-0.382055288365089,-0.467608085738445,-0.122367006391155
"Alabama ERS",2008,2008-09-30,9,"Employees' Retirement System of Alabama","Alabama",13078687,8647705,0.08,-0.1521,-0.299724950884086,-0.215226999337721,0.0365204556297709,-0.15017612371622,-0.15163484287728,-0.176469850168172,-0.21382694265228,-0.130186334381876,1.39836948089723,1.43023407921543,1.69045374082678,1.67281240495526,1.66418935357795,1.54094632344895,-0.0318645983182007,-0.292084259929556,-0.274442924058028,-0.265819872680727,-0.142576842551727
"Alabama ERS",2009,2009-09-30,9,"Employees' Retirement System of Alabama","Alabama",13756176,7679005,0.08,-0.1003,0.064330602625968,-0.0641613419905964,0.105564465668894,-0.00740928658401094,0.0640233562504358,0.0459816060645113,0.0254322916075968,0.0358280154499019,1.25811302196324,1.4196370650403,1.79868226290062,1.74973100597974,1.70651350250841,1.59615537213295,-0.161524043077067,-0.540569240937383,-0.491617984016501,-0.448400480545172,-0.338042350169718
"Alabama ERS",2010,2010-09-30,9,"Employees' Retirement System of Alabama","Alabama",14284119,8176732,0.08,0.0847,0.0799746948888946,0.109636789258267,0.0816088888310642,0.0996778764218057,0.0845848703744842,0.0876233229782172,0.0908056766787913,0.0911829288760221,1.36467519492352,1.5611434729732,1.95082356895295,1.9030482510417,1.86147461586518,1.74169749390523,-0.196468278049682,-0.58614837402943,-0.538373056118178,-0.496799420941656,-0.377022298981711
